Name,X10_Chronic_KO_1_RNA,X11_Chronic_KO_2_RNA,X12_Chronic_KO_3_RNA,X1_Acute_Control_1_RNA,X2_Acute_Control_2_RNA,X3_Acute_Control_3_RNA,X4_Acute_KO_1_RNA,X5_Acute_KO_2_RNA,X6_Acute_KO_3_RNA,X7_Chronic_Control_1_RNA,X8_Chronic_Control_2_RNA,X9_Chronic_Control_3_RNA
ENSMUSG00000033316,-4.80173,-3.52894,-1.81009,-2.83300,-2.09219,-1.17835,-3.96516,-2.54880,-2.99193,-1.56597,-2.59736, 0.18807
ENSMUSG00000073491,-0.58519,-0.85979,-0.48820, 3.15232, 3.05926, 3.06102, 1.53470, 1.08574,-1.64447, 1.16316, 1.14266, 2.25437
ENSMUSG00000010721,-1.09437,-0.95279,-1.64018, 0.55622, 0.20326, 0.11951, 0.00477,-1.18850,-1.08658, 0.47131, 0.20786,-0.28414
ENSMUSG00000048668, 4.89837, 4.78963, 4.07555, 4.49115, 4.48995, 4.10853, 4.49278, 4.60388, 4.44673, 4.45380, 4.42607, 3.84585
ENSMUSG00000022433, 6.20470, 6.01239, 5.47641, 4.99173, 4.96831, 5.11980, 5.36215, 6.65988, 6.55016, 5.72209, 5.70365, 5.51236
ENSMUSG00000046519, 3.44653, 3.40073, 4.26800, 3.96451, 3.95757, 4.35084, 3.81993, 3.56818, 3.72944, 3.59524, 3.54907, 4.10213
ENSMUSG00000039536, 4.36814, 4.56170, 4.62135, 4.57828, 4.64793, 4.55720, 4.58638, 4.58560, 4.38996, 4.37196, 4.36546, 4.65579
ENSMUSG00000101801,-5.80927,-4.25889,-4.80971,-1.31167,-1.09578,-0.67019,-3.96516,-5.80927,-2.99193,-0.42173,-0.32738,-0.81054
ENSMUSG00000029111, 4.74685, 4.78153, 4.80456, 4.48327, 4.44760, 4.49671, 4.65323, 4.58905, 4.63010, 4.33050, 4.53885, 4.33651
ENSMUSG00000003200, 5.51523, 5.50707, 6.03808, 5.07349, 5.00995, 5.22691, 5.33158, 5.55896, 5.83818, 4.82880, 4.70530, 5.56482
ENSMUSG00000035239, 2.70158, 2.81816, 2.62031, 2.01545, 2.11603, 1.98286, 3.44683, 2.55868, 2.48681, 2.62465, 2.53825, 2.11082
ENSMUSG00000039981, 2.66105, 3.02130, 3.86051, 2.12947, 2.22292, 2.48052, 3.63203, 3.97684, 4.24484, 2.58673, 2.74724, 3.66159
ENSMUSG00000029401, 6.64325, 6.69889, 7.24953, 6.25733, 6.27755, 6.28704, 6.45695, 6.49002, 6.73740, 6.38919, 6.22528, 7.12645
ENSMUSG00000094023,-1.98795,-1.39961,-1.10968,-1.02809,-2.72564,-1.02111,-1.36815,-5.80927,-4.03551,-0.95601,-1.67739,-0.54092
ENSMUSG00000035067,-3.21177,-2.53422,-3.22504,-1.13493,-0.73400,-1.78982,-2.09908,-1.39077,-2.99193,-1.64396,-2.26981,-1.64789
ENSMUSG00000111481,-2.09495,-1.85814,-3.22504,-2.24918,-2.57475,-1.87701,-3.18151,-1.12692,-1.15424,-1.35450,-1.05555,-1.37311
ENSMUSG00000058835, 6.00787, 6.05369, 6.67970, 6.46765, 6.43870, 6.59891, 6.36831, 5.91102, 5.83600, 6.32763, 6.21346, 6.53126
ENSMUSG00000007950, 5.10436, 5.13009, 5.02827, 4.58145, 4.68392, 4.74502, 5.18296, 5.58507, 5.43898, 4.35827, 4.31293, 5.18075
ENSMUSG00000032127, 4.34913, 4.44237, 4.99398, 4.77370, 4.82550, 4.79171, 4.72134, 4.76076, 4.79501, 4.32284, 4.43733, 4.91546
ENSMUSG00000095041, 6.79565, 6.75877, 6.55125, 6.10939, 6.06088, 5.81274, 6.20686, 6.82625, 6.49877, 6.62593, 6.62892, 6.84659
ENSMUSG00000048878, 5.07766, 4.92485, 4.59606, 4.61584, 4.42539, 4.63411, 4.91492, 4.63087, 4.56584, 5.14512, 5.02284, 4.34128
ENSMUSG00000030035, 4.86307, 4.83468, 4.71635, 4.14802, 4.31131, 4.11561, 4.25288, 4.89020, 5.01983, 4.55435, 4.58007, 5.24711
ENSMUSG00000074398,-1.40263,-0.65057,-0.95214,-0.05456,-0.23233,-0.42053,-0.84485,-0.85319,-1.15424, 0.23031, 0.57715, 0.54325
ENSMUSG00000046546,-1.27132,-0.77243,-0.52472, 0.11822, 0.58625,-0.04745,-0.55649,-0.50099,-1.08658,-1.29038,-2.26981,-0.81054
ENSMUSG00000025612, 2.25556, 2.50503, 3.26131, 3.31337, 3.51127, 3.57584, 3.01825, 2.70131, 2.86555, 2.65753, 2.66819, 3.16010
ENSMUSG00000040389, 2.96395, 2.93633, 3.09072, 2.69113, 2.60134, 2.72588, 2.99893, 2.78779, 2.71251, 2.68171, 2.60468, 2.57522
ENSMUSG00000037722, 4.19727, 4.04248, 3.92456, 4.88213, 4.91829, 4.77750, 4.18489, 3.57050, 3.51478, 5.10991, 5.15576, 4.44581
ENSMUSG00000028085, 3.20573, 2.96203, 2.64106, 3.08548, 3.27584, 3.14364, 2.82802, 2.96439, 3.13368, 2.98027, 3.15451, 2.95430
ENSMUSG00000021967, 6.17263, 6.03943, 5.37844, 6.04776, 5.98508, 5.68823, 5.38040, 6.08741, 6.06756, 6.57520, 6.47964, 5.91943
ENSMUSG00000004356, 4.38192, 4.06490, 3.42347, 4.58250, 4.49849, 4.20854, 3.85566, 3.86383, 3.76422, 4.34319, 4.30065, 3.09093
ENSMUSG00000111594,-0.01315, 0.26859, 1.50274, 0.27250, 0.30409, 0.40471, 1.18989,-0.15529, 0.24221,-0.72655,-0.77004, 0.30995
ENSMUSG00000055305, 1.27174, 1.63069, 1.50274, 1.42114, 1.42482, 1.10762, 1.76784, 0.90592, 1.60318, 1.37570, 1.18336, 1.23944
ENSMUSG00000021474, 6.22639, 6.09130, 5.37658, 6.35557, 6.36884, 6.20451, 6.09400, 6.51196, 6.23062, 6.48962, 6.59977, 5.79274
ENSMUSG00000048416, 0.08815,-0.27539,-2.22511,-1.08052,-0.85928,-1.41884,-1.20562,-1.90745,-1.97063,-0.45649,-0.53179,-1.19671
ENSMUSG00000037337, 6.03350, 6.01085, 5.57841, 5.03627, 5.06845, 4.92414, 5.58723, 5.90965, 5.82835, 5.51227, 5.56934, 5.76769
ENSMUSG00000004849, 6.15559, 6.03716, 5.50103, 5.93011, 5.90988, 5.84118, 5.96159, 6.47861, 6.50632, 5.99279, 5.94319, 6.06611
ENSMUSG00000056836, 3.37316, 2.58578, 2.64518, 2.17491, 2.55299, 1.47636, 1.43141,-5.80927, 3.49007, 2.69365, 4.14450, 2.18703
ENSMUSG00000110030,-1.47306,-2.39720,-3.48805,-1.74735,-1.73121,-3.28437,-2.67653,-2.39570,-1.46192,-1.64396,-0.77004,-0.94354
ENSMUSG00000029461, 4.77181, 4.89012, 5.80088, 4.48890, 4.66793, 5.12331, 5.38093, 5.65959, 5.77137, 4.40380, 4.27106, 5.45516
ENSMUSG00000095648, 1.11253,-0.10558, 0.37969, 0.53895, 1.01297, 0.32881, 0.80110, 1.64034, 1.42919, 1.40504, 0.59738, 0.60806
ENSMUSG00000028580, 4.95143, 4.78424, 4.83821, 5.07349, 4.95131, 5.09639, 5.13255, 5.00468, 4.67708, 4.74522, 4.73413, 4.61499
ENSMUSG00000070737, 3.61301, 3.53523, 3.71733, 3.97257, 4.02411, 4.13384, 3.53571, 3.65400, 3.63990, 4.02505, 3.96744, 4.31484
ENSMUSG00000097386,-1.98795,-2.68564,-2.10964,-4.82278,-3.08504,-2.55231,-2.99286,-0.90394,-2.09808,-3.00610,-2.42431,-1.25315
ENSMUSG00000030007, 8.67731, 8.60086, 8.36111, 8.54600, 8.54107, 8.49652, 8.23932, 8.75170, 8.84166, 8.68525, 8.71497, 8.65884
ENSMUSG00000031711, 5.66365, 5.69555, 5.99922, 5.55698, 5.59315, 5.62121, 5.54788, 5.52818, 5.49112, 5.47471, 5.45001, 5.60655
ENSMUSG00000023909, 2.99037, 2.82867, 1.83371, 4.02779, 4.13640, 4.57374, 2.45122, 3.40577, 3.44219, 3.67570, 3.81173, 4.11473
ENSMUSG00000020974, 3.30377, 3.35780, 3.27200, 2.85015, 3.02126, 3.20860, 3.31017, 2.85419, 3.22638, 3.12837, 2.95740, 2.77188
ENSMUSG00000020380, 5.01069, 5.23397, 5.22327, 5.11123, 5.14860, 5.22364, 5.14516, 5.65521, 5.17692, 4.96638, 5.04968, 4.90018
ENSMUSG00000014504, 7.31151, 7.18158, 7.15419, 6.95576, 6.97383, 6.81967, 6.65136, 7.84978, 7.70513, 7.67607, 7.74125, 7.45500
ENSMUSG00000105957, 0.18281,-0.40082,-1.72263,-0.10798,-0.65615,-0.45366,-0.49259,-0.28381,-1.74522,-0.90711,-0.21732,-3.87735
ENSMUSG00000043059, 4.50610, 4.33335, 3.75018, 4.34724, 4.31010, 3.92418, 4.22939, 4.70576, 4.72612, 4.31642, 4.24726, 4.12860
ENSMUSG00000085971,-2.09495,-1.95103,-1.00276,-2.83300,-2.19855,-2.55231,-1.36815,-0.80417, 0.13292,-2.64369,-2.00304, 0.10070
ENSMUSG00000031840, 0.72916, 0.99698, 0.77482, 0.76377, 0.79468, 1.00163, 0.76233, 1.24561, 0.93833, 0.27338, 0.01087, 1.90700
ENSMUSG00000120290,-1.27132,-2.68564,-3.48805,-1.25032,-2.57475,-3.54495,-2.41725,-1.80745,-2.99193,-1.05909,-1.05555,-1.72561
ENSMUSG00000022106, 4.06684, 4.05448, 4.46365, 4.40677, 4.55687, 4.90712, 4.76121, 4.39672, 4.64510, 3.61630, 3.52551, 4.20522
ENSMUSG00000028470, 3.45604, 3.58571, 3.39931, 4.58250, 4.54146, 4.49671, 3.33680, 3.94314, 3.87018, 4.74618, 4.80213, 4.65771
ENSMUSG00000102145,-3.47530,-2.85483,-2.81004,-2.66346,-4.28854,-2.41548,-2.30321,-3.40560,-2.39273,-1.56597,-2.59736,-2.19309
ENSMUSG00000029141, 4.57753, 4.46389, 4.62448, 5.82180, 5.78330, 5.68253, 4.66729, 4.43805, 4.40913, 5.34634, 5.37366, 5.03001
ENSMUSG00000019139, 5.52712, 5.45937, 4.76160, 5.81733, 5.83814, 5.73676, 5.16882, 5.27800, 5.33949, 6.06581, 6.06345, 5.53909
ENSMUSG00000037563,11.46992,11.37657,11.67411,11.01681,10.97643,10.92538,10.90490,11.53758,11.64913,11.25404,11.34685,11.62055
ENSMUSG00000001089, 3.31165, 3.18849, 2.17285, 2.61487, 2.70086, 2.71846, 2.93065, 3.29764, 3.07579, 2.79688, 2.74724, 2.49611
ENSMUSG00000062591, 2.75647, 2.95884, 4.15419, 1.59836, 1.72314, 2.22191, 2.46738, 3.44686, 3.43357, 2.38061, 2.22394, 4.48084
ENSMUSG00000034269, 7.48101, 7.41598, 8.08192, 6.84438, 6.92657, 7.08955, 7.46299, 8.29484, 8.39363, 6.93759, 6.96940, 7.65538
ENSMUSG00000078875,-5.80927, 0.59858,-1.48818,-0.62623,-0.44501,-0.79200,-1.55133,-5.80927,-1.15424,-5.80927,-0.25308,-0.89783
ENSMUSG00000117725, 1.23907, 1.73873, 1.31914, 0.98400, 1.37005, 1.21693, 1.39809, 1.66666, 1.92342, 1.72503, 1.83861, 1.96999
ENSMUSG00000033697, 2.70557, 2.55233, 2.71341, 2.08255, 2.03620, 2.17392, 2.43898, 2.38461, 2.53594, 1.85829, 2.17769, 2.00049
ENSMUSG00000045744,-2.98902,-1.61073,-0.52472,-3.24690,-4.85718,-5.80927,-4.36202,-2.39570,-1.74522,-3.00610,-4.68440,-1.64789
ENSMUSG00000046329, 0.20553, 0.13938, 0.59925,-1.19147,-1.04527,-0.55786, 0.62504, 0.55772, 0.04515,-0.85980,-0.82280, 1.21884
ENSMUSG00000023021, 5.11490, 5.26140, 5.57302, 4.99885, 4.93646, 5.11557, 5.57610, 4.88273, 4.95709, 4.21237, 4.35065, 4.63845
ENSMUSG00000037032, 2.58076, 2.97155, 4.40781, 2.25114, 2.75173, 3.43362, 3.29214, 3.27215, 3.36877, 2.37568, 2.39542, 4.12584
ENSMUSG00000120994,-0.30272,-0.57469,-0.52472,-1.31167,-0.61874,-3.06373,-0.46166,-0.03729,-0.58849,-0.00672,-0.57640,-0.85352
ENSMUSG00000023025, 5.09602, 5.03718, 4.97203, 5.26884, 5.24179, 5.31622, 5.29357, 4.73715, 4.67587, 5.10098, 5.08860, 4.44137
ENSMUSG00000075700, 6.52966, 6.49308, 6.58190, 6.90020, 6.94777, 7.02526, 6.85449, 6.53029, 6.58753, 6.64655, 6.63535, 6.58658
ENSMUSG00000120262,-0.43705,-0.61213,-1.56218,-1.25032,-0.77457,-1.96982,-1.31191, 0.22134, 0.24221,-1.22899,-0.48853,-1.03954
ENSMUSG00000021460, 7.11378, 6.97559, 7.26449, 6.79020, 6.77913, 7.00005, 7.08761, 7.64604, 7.94832, 6.77479, 6.78004, 7.25184
ENSMUSG00000090210,-0.54670,-0.02763,-0.02877, 0.25144,-0.44501,-0.32548,-0.18421,-0.12487,-0.54243, 0.14012, 0.23393, 0.27046
ENSMUSG00000087365,-0.88784,-0.81545,-0.35070,-1.74735,-1.81335,-0.97228,-0.84485,-0.75676,-0.90078,-0.95601,-0.99375,-0.81054
ENSMUSG00000034731, 4.24741, 4.22871, 4.04472, 3.22162, 3.31744, 3.41997, 3.82621, 3.99945, 4.19813, 4.40743, 4.44153, 4.15459
ENSMUSG00000030917, 4.41520, 4.58049, 5.09449, 5.00908, 5.06917, 5.08418, 4.95915, 4.93691, 5.03700, 4.71917, 4.74663, 5.12856
ENSMUSG00000020340, 7.29901, 7.42583, 7.96752, 7.57787, 7.65302, 7.85455, 7.97433, 7.42855, 7.51812, 7.27761, 7.18871, 7.66624
ENSMUSG00000033917, 5.49000, 5.62137, 6.67669, 5.13226, 5.04679, 5.10423, 5.61151, 5.39676, 5.83327, 4.98513, 4.96662, 5.48242
ENSMUSG00000040860, 4.96398, 4.79679, 4.81007, 3.04322, 3.03892, 3.65373, 5.15891, 5.52818, 5.77706, 2.42426, 2.31223, 3.62095
ENSMUSG00000024055, 3.14825, 3.33339, 3.44252, 3.67734, 3.67083, 3.54263, 3.11886, 3.45946, 3.37478, 3.92563, 3.88348, 4.10914
ENSMUSG00000023484, 1.82040, 1.81123, 1.53858, 1.51247, 1.47758, 1.23783, 2.25576, 2.81942, 2.17846, 0.52575, 0.55665, 1.69217
ENSMUSG00000003458, 5.87198, 5.93622, 6.24174, 5.85968, 5.88975, 5.92613, 6.05910, 5.91560, 5.91653, 5.72160, 5.64899, 5.54479
ENSMUSG00000049091, 5.73275, 5.77971, 5.04628, 5.87051, 5.87712, 6.00788, 6.08780, 5.19529, 5.11271, 5.37752, 5.54221, 4.89856
ENSMUSG00000054611, 6.33247, 6.30848, 6.94828, 5.87138, 6.00394, 6.18681, 6.67199, 7.13788, 7.19966, 5.60158, 5.58588, 6.22143
ENSMUSG00000031897, 5.84148, 5.83596, 5.46190, 6.76396, 6.75150, 6.42870, 5.85125, 6.20507, 5.88843, 5.82247, 5.71352, 5.78005
ENSMUSG00000106874, 5.99203, 5.52119, 5.41867, 7.51948, 7.62539, 7.66887, 6.37875, 6.44447, 6.41663, 7.32459, 7.49170, 6.49209
ENSMUSG00000033916, 6.52797, 6.49060, 6.37380, 6.93032, 6.92063, 6.79543, 6.24251, 7.25798, 7.08993, 6.89751, 6.91857, 7.08881
ENSMUSG00000112082,-1.33548,-0.95279,-1.81009, 2.55168, 2.47728, 2.28352, 0.81379, 0.61291,-0.33192, 1.37570, 1.05765, 1.22918
ENSMUSG00000042759, 6.08496, 5.75511, 5.00123, 7.43417, 7.34151, 7.08216, 6.45112, 6.49247, 6.48389, 7.26566, 7.15735, 6.71142
ENSMUSG00000037190, 3.97228, 3.69704, 3.13530, 4.57828, 4.38107, 4.38051, 3.77520, 3.41615, 3.83789, 4.39530, 4.31598, 3.88886
ENSMUSG00000020023,-0.15068, 0.46114, 1.68970, 0.68744, 0.52071, 0.30920,-0.31628,-0.12487,-0.14824, 2.56090, 2.49039, 1.86784
ENSMUSG00000110256,-3.79798,-2.39720,-4.22489,-2.37450,-2.43816,-5.80927,-3.39860,-3.13925,-1.46192,-1.56597,-3.02181,-3.07999
ENSMUSG00000036912,-2.62597,-3.52894,-4.80971,-3.24690,-2.31339,-5.80927,-2.41725,-3.40560,-3.59852,-0.22909,-0.18243,-0.76880
ENSMUSG00000000538, 2.61511, 2.68943, 2.44724, 2.74108, 2.58541, 2.54064, 2.65894, 2.64064, 2.19215, 2.38061, 2.35442, 2.62696
ENSMUSG00000102448,-2.47380,-1.95103,-3.00267,-5.80927,-4.85718,-3.86321,-5.80927,-1.39077,-3.26358,-2.81355,-3.62579,-2.08669
ENSMUSG00000038902, 4.19869, 4.22074, 4.43778, 4.23774, 4.20058, 4.30701, 4.46288, 4.24921, 4.14810, 4.23024, 3.97905, 4.14097
ENSMUSG00000117818, 1.22802, 1.27847, 1.01004, 1.33369, 1.29363, 1.11893, 0.83885, 2.07967, 1.27053, 1.14008, 0.90377, 0.59213
ENSMUSG00000086537,-0.75030,-1.21547,-1.64018,-1.25032,-1.37879,-1.12401,-0.46166,-0.54059,-0.33192,-1.81385,-2.00304,-1.72561
ENSMUSG00000038623, 7.17317, 7.10199, 6.85829, 7.59573, 7.65862, 7.74110, 7.54009, 7.25582, 7.22755, 7.07857, 7.10975, 6.85954
ENSMUSG00000040907,-3.47530,-2.15693,-2.64013,-0.92862,-1.57977,-1.78982,-3.18151,-3.13925,-4.03551,-1.00663,-1.88613,-0.17107
ENSMUSG00000026017, 1.80560, 1.98427, 1.52971, 0.87808, 1.03661, 0.93919, 1.83786, 1.77548, 1.01733, 1.48049, 1.14266, 1.38523
ENSMUSG00000038446, 4.24330, 4.45147, 5.20944, 4.81105, 4.83564, 5.14906, 4.97619, 4.48565, 4.48753, 4.52347, 4.44153, 4.84495
ENSMUSG00000069631, 4.42007, 4.52337, 4.03377, 4.44669, 4.36831, 4.30701, 4.27255, 4.63087, 4.59575, 4.31126, 4.23924, 4.41897
ENSMUSG00000027163, 3.88347, 3.55858, 3.96464, 4.32599, 4.20580, 4.19390, 3.24840, 3.84282, 3.78920, 4.79225, 4.88980, 4.76905
ENSMUSG00000018363, 3.79258, 3.89349, 4.63693, 3.42572, 3.46629, 3.92418, 4.08371, 3.78793, 4.31689, 3.19987, 3.07383, 3.69926
ENSMUSG00000054428, 6.82346, 6.69578, 6.17213, 6.71048, 6.61145, 6.39856, 6.23663, 6.53238, 6.45651, 6.92436, 7.05984, 6.61666
ENSMUSG00000025893, 2.01948, 2.13311, 2.31914, 2.39729, 2.13805, 2.14101, 1.88674, 1.83084, 2.28448, 2.05623, 1.99921, 2.14398
ENSMUSG00000037362,-2.47380,-2.27207,-4.22489, 3.97739, 4.43097, 3.76950, 0.19143,-0.09508,-1.15424, 1.24116, 1.60891, 1.42174
ENSMUSG00000096751,-4.21427,-5.80927,-0.38386,-2.24918,-4.85718,-3.28437,-3.96516,-5.80927,-1.85352,-2.00645,-4.68440,-2.43278
ENSMUSG00000059475, 3.88698, 4.06490, 4.10424, 3.91683, 3.98060, 4.15322, 4.16397, 3.69081, 3.87018, 3.69760, 3.69226, 3.89861
ENSMUSG00000102153, 1.41512, 1.61458,-0.90323,-1.58705,-1.31757,-2.41548,-3.39860, 2.18661, 0.34380, 0.72505, 0.78538, 0.60806
ENSMUSG00000037816, 3.30902, 3.24455, 3.19548, 3.15799, 3.04767, 3.07561, 3.51059, 3.50150, 3.02699, 2.57817, 2.52247, 2.47889
ENSMUSG00000090812,-1.20990,-2.15693,-3.80993,-0.79120,-0.90358,-0.55786,-1.92028,-0.95654,-1.37863,-0.72655,-0.40570,-2.19309
ENSMUSG00000040044, 5.34018, 5.51361, 5.71782, 5.47874, 5.50641, 5.57679, 5.24168, 5.52339, 5.54677, 5.63189, 5.62580, 5.77785
ENSMUSG00000009076, 4.65902, 4.53090, 4.31656, 5.15936, 5.12537, 4.95049, 4.50849, 5.10994, 4.93284, 5.25261, 5.13256, 5.26731
ENSMUSG00000109510,-0.75030,-2.39720,-0.60067,-1.31167,-0.51201,-2.70350,-0.55649,-0.28381,-2.99193, 0.14012,-0.14836,-5.80927
ENSMUSG00000032386, 4.06839, 4.07082, 4.84180, 4.79204, 4.83901, 5.05208, 4.17877, 4.14697, 4.30906, 4.71917, 4.73413, 5.04032
ENSMUSG00000028029, 6.42099, 6.31005, 6.73554, 6.73889, 6.75083, 6.71549, 6.12042, 6.61693, 6.62963, 6.90780, 6.91933, 7.24723
ENSMUSG00000072572,-2.79611,-1.53687,-2.64013,-3.82959,-2.72564,-5.80927,-3.39860,-2.01491,-1.29989,-3.49125,-3.62579,-2.88902
ENSMUSG00000075486, 4.59269, 4.55538, 4.85519, 4.99332, 4.90631, 4.91930, 4.41265, 4.21692, 4.44958, 5.03055, 5.17859, 5.18938
ENSMUSG00000021606, 6.04102, 5.91951, 5.57517, 5.91429, 5.81440, 5.69250, 5.51814, 5.71266, 5.85387, 6.27098, 6.46664, 6.02369
ENSMUSG00000111857,-1.79517,-3.52894,-1.35068,-4.82278,-2.43816,-3.28437,-2.30321,-4.75764,-1.97063,-3.49125,-3.02181,-1.64789
ENSMUSG00000112294, 0.11241,-0.81545,-1.16626,-0.47820,-1.25884,-1.12401,-1.01399, 0.12338,-2.09808,-0.68474,-0.44652,-0.65037
ENSMUSG00000120594,-0.50922,-0.21654,-1.72263,-1.25032,-1.73121,-1.78982,-1.68781,-0.80417,-0.41247,-0.08615, 0.23393,-0.61295
ENSMUSG00000121880,-0.03963,-0.85979,-1.48818, 0.04669,-0.09757,-0.63177,-0.37269,-0.95654,-1.29989, 0.50783, 0.09861,-0.47232
ENSMUSG00000059316, 4.24741, 4.36018, 4.53747, 3.66147, 3.64030, 4.05801, 4.41786, 3.93955, 4.73433, 3.29437, 3.16810, 3.48307
ENSMUSG00000027111, 2.82044, 3.17207, 3.22603, 3.10321, 3.19412, 3.46054, 3.88453, 3.60039, 3.69140, 2.23025, 1.99921, 2.82396
ENSMUSG00000052727, 1.62353, 1.42429, 0.58218,-4.24235,-5.80927,-3.06373,-0.49259, 0.87615, 0.61163,-1.49199,-1.77799,-2.43278
ENSMUSG00000038147, 4.09601, 4.28070, 5.06637, 5.22091, 5.33827, 5.32845, 5.02204, 4.39147, 4.22999, 4.28651, 4.22956, 4.73772
ENSMUSG00000017929, 7.32891, 7.16767, 6.25762, 7.10646, 7.07806, 7.36822, 6.88149, 6.82552, 7.13757, 6.80446, 6.91077, 6.42061
ENSMUSG00000047115, 0.86383, 0.59858, 1.01004, 0.20839, 0.43437, 0.52862, 0.63937, 0.76684, 0.41556, 0.01882,-0.08254, 0.70011
ENSMUSG00000026064,-4.21427,-4.25889,-4.22489,-1.31167,-3.56477,-1.78982,-0.88531, 0.22134,-5.80927,-3.22838,-0.62243,-4.85430
ENSMUSG00000027706, 7.79436, 7.77540, 7.98994, 7.51452, 7.48479, 7.56053, 7.14477, 8.35888, 8.20390, 8.21081, 8.19652, 8.20653
ENSMUSG00000020857, 9.17659, 9.02004, 9.10638, 8.89929, 8.80268, 8.66573, 8.70959, 9.08286, 9.22752, 9.32966, 9.42941, 9.20804
ENSMUSG00000022305, 5.91010, 5.86818, 5.39991, 6.43271, 6.38820, 6.63825, 6.60396, 6.02053, 6.62175, 5.76327, 5.74615, 5.18607
ENSMUSG00000079242,-0.58519,-0.18799,-0.13771,-2.13388,-1.31757,-1.62982,-1.01399,-0.15529, 0.71004,-0.29049,-0.40570,-0.01653
ENSMUSG00000021003, 3.24739, 3.27819, 3.77857, 1.87795, 1.95789, 1.93247, 3.13412, 3.01308, 3.15829, 2.53458, 2.52775, 2.57522
ENSMUSG00000022760, 4.22673, 4.18026, 4.27996, 4.31462, 4.30768, 4.07698, 4.20430, 4.36358, 4.59704, 4.31126, 4.33868, 4.18279
ENSMUSG00000038084, 5.05829, 5.15886, 5.25392, 5.26819, 5.30642, 5.26686, 5.38519, 4.99172, 5.12614, 4.98593, 5.01346, 4.89694
ENSMUSG00000030545, 1.95389, 1.93320, 1.91095, 1.74868, 2.04205, 1.80522, 1.96848, 2.60931, 2.47566, 2.03761, 2.39542, 2.27946
ENSMUSG00000049044,-1.47306,-2.68564,-1.81009,-1.83471,-3.30506,-2.17551,-2.41725,-1.62610,-4.03551,-1.64396,-2.42431,-1.03954
ENSMUSG00000021496, 4.72244, 4.58773, 4.32812, 5.04088, 4.96369, 4.93057, 4.25405, 4.68445, 4.93589, 4.89061, 5.06791, 4.92105
ENSMUSG00000022724, 5.18732, 5.04772, 4.65338, 5.52004, 5.47647, 5.23927, 5.10506, 5.13372, 4.59318, 5.69512, 5.68664, 5.64518
ENSMUSG00000097240,-1.88834,-1.95103,-3.00267, 0.48585, 0.34253, 0.05031,-0.31628, 0.76684,-0.58849,-1.00663,-0.93449,-2.30796
ENSMUSG00000071661, 0.64854, 0.73901, 0.58218, 0.55622, 1.00100, 0.44121, 1.05741, 0.70045, 1.56161, 0.29444, 0.90377, 1.22918
ENSMUSG00000037126,-2.62597,-1.46661,-1.90320,-3.24690,-1.99313,-3.06373,-3.18151,-2.91450,-3.26358,-3.49125,-1.88613,-3.07999
ENSMUSG00000026932,-2.62597,-4.83513,-3.48805,-2.37450,-2.09219,-2.55231,-2.54107,-2.25730,-1.64447,-1.42161,-1.49507,-1.80777
ENSMUSG00000078588,-1.09437,-1.68858,-2.00273,-3.02516,-3.08504,-5.80927,-3.39860,-2.72009,-2.09808,-2.11334,-3.02181,-3.30015
ENSMUSG00000025384, 5.01069, 5.09857, 4.64928, 4.34848, 4.38797, 4.44709, 4.73892, 5.00382, 4.93589, 4.54998, 4.66276, 4.24778
ENSMUSG00000045075,-2.21052,-1.15897,-5.80927,-0.55032,-1.44272,-0.75024,-1.68781,-2.39570,-2.39273,-0.64410,-0.40570,-1.37311
ENSMUSG00000022723, 2.34526, 2.24203, 2.09674, 1.43054, 0.87555, 0.73382, 2.26965, 1.52037, 0.48392, 3.35577, 3.02614, 2.68818
ENSMUSG00000112368,-1.09437,-1.53687,-1.28655,-2.13388,-2.31339,-2.87240,-2.41725,-1.62610,-0.73620,-1.49199,-1.18772,-1.50397
ENSMUSG00000024869, 1.07600, 0.63099, 0.61613,-0.62623,-0.77457,-1.41884, 0.88769, 1.12424, 1.32123,-0.25947, 0.01087, 0.65482
ENSMUSG00000000915, 5.77704, 6.03603, 6.96072, 5.77553, 5.79807, 6.01849, 5.69150, 5.43363, 5.60036, 6.22819, 6.16939, 6.87505
ENSMUSG00000039782, 2.13644, 1.95896, 2.83010, 1.87107, 1.72314, 1.84663, 2.91600, 2.13727, 2.45311, 0.57822, 0.69444, 1.17674
ENSMUSG00000058748, 3.97393, 3.98409, 4.04316, 3.91012, 4.16214, 4.03431, 3.85105, 3.89571, 3.76193, 3.99159, 4.19016, 4.32210
ENSMUSG00000121820, 1.00005, 0.67828, 0.90410,-0.47820, 0.04909,-0.45366, 0.44092, 0.26793, 0.13292,-0.52863,-0.28975,-0.09174
ENSMUSG00000032112, 4.49346, 4.68161, 4.85785, 4.73819, 4.79204, 5.10281, 5.34312, 3.58667, 3.97879, 3.82247, 4.03201, 3.89861
ENSMUSG00000022075, 4.13353, 4.21274, 4.01163, 3.60449, 3.56509, 3.42453, 4.32448, 4.50280, 4.49859, 3.59312, 3.49889, 3.88397
ENSMUSG00000024826, 5.25152, 5.47786, 6.15852, 5.62762, 5.61540, 5.85942, 5.86122, 5.28226, 5.37891, 5.35326, 5.33504, 5.62917
ENSMUSG00000026470, 4.58513, 4.45374, 4.67568, 5.08915, 5.18608, 5.27700, 4.90012, 4.73093, 4.80840, 4.75475, 4.70647, 4.94711
