Name,X10_Chronic_KO_1_RNA,X11_Chronic_KO_2_RNA,X12_Chronic_KO_3_RNA,X1_Acute_Control_1_RNA,X2_Acute_Control_2_RNA,X3_Acute_Control_3_RNA,X4_Acute_KO_1_RNA,X5_Acute_KO_2_RNA,X6_Acute_KO_3_RNA,X7_Chronic_Control_1_RNA,X8_Chronic_Control_2_RNA,X9_Chronic_Control_3_RNA
ENSMUSG00000067713, 4.95479, 4.93543, 5.13237, 5.65694, 5.66648, 5.54883, 5.26613, 5.21474, 4.98586, 5.54119, 5.46934, 5.38582
ENSMUSG00000074252,-1.40263,-3.52894,-4.80971,-2.02711,-3.88174,-2.41548,-4.36202,-2.72009,-5.80927,-0.38778,-1.33323,-3.07999
ENSMUSG00000008450, 3.25558, 3.08117, 2.03534, 3.66147, 3.79903, 3.41997, 3.47307, 2.03995, 2.80002, 2.76328, 3.29423, 2.81712
ENSMUSG00000029312, 2.92341, 2.86319, 3.11763, 2.43513, 2.29819, 2.54902, 2.71753, 1.92834, 2.44741, 3.18020, 3.15110, 3.11900
ENSMUSG00000037653,-1.20990,-1.27428,-1.48818,-4.82278,-5.80927,-4.84500,-0.72986,-3.40560,-2.56620,-4.81171,-4.06010,-4.85430
ENSMUSG00000007379, 1.84955, 2.05166, 2.85163, 2.44444, 2.44673, 2.57800, 2.15960, 2.03322, 2.27164, 1.38555, 1.38294, 2.20809
ENSMUSG00000000732, 1.17143, 0.70896, 0.58218, 3.26429, 3.40858, 3.52997, 2.22758, 2.13098, 2.17846, 2.28389, 2.17096, 2.29922
ENSMUSG00000007817, 6.97828, 6.96331, 7.34166, 7.02020, 7.09645, 7.52881, 7.52606, 6.68531, 7.23810, 6.56251, 6.57162, 6.77144
ENSMUSG00000096106,-3.47530,-1.95103,-1.48818,-2.37450,-1.73121,-2.17551,-1.61796,-3.73250,-2.99193,-2.49174,-3.62579,-2.56943
ENSMUSG00000052151, 4.04495, 4.15958, 4.14405, 3.80024, 3.96220, 4.08421, 4.21271, 3.89385, 4.19133, 4.10173, 4.18682, 4.24397
ENSMUSG00000019917, 0.47236, 0.30921,-0.08221, 0.43072, 0.02566, 1.03783, 1.32903, 0.75053, 0.31907,-0.49211,-0.62243, 0.16672
ENSMUSG00000021895, 1.73706, 1.90697, 3.22603, 5.63932, 5.64261, 6.13239, 4.57337, 3.73294, 3.49560, 4.00603, 3.96160, 4.57300
ENSMUSG00000028795, 2.26099, 2.31366, 2.82648, 1.98388, 2.03620, 1.60259, 2.50308, 3.16852, 2.76840, 1.18588, 0.91992, 2.32836
ENSMUSG00000054435, 6.72613, 6.72867, 6.57058, 8.44319, 8.41886, 8.43230, 7.46462, 6.84942, 6.36319, 7.09592, 7.07367, 7.26885
ENSMUSG00000078153, 1.19433, 1.60645, 1.87636, 2.56026, 2.49445, 2.43147, 1.64536, 3.18379, 2.37125, 2.72889, 2.33046, 2.89060
ENSMUSG00000030683, 0.15972, 0.09360,-1.00276, 0.25144,-0.44501, 0.32881,-0.76718, 0.22134,-1.46192, 0.43383, 0.25953, 0.00769
ENSMUSG00000075502,-0.98742,-1.27428,-1.64018,-2.13388,-1.04527,-1.55601,-0.58954,-1.32015,-2.39273,-1.42161,-2.59736,-3.30015
ENSMUSG00000031995, 4.94469, 5.07300, 4.75971, 4.43972, 4.47056, 4.40497, 4.59191, 4.82450, 4.97896, 4.85118, 4.91519, 5.15591
ENSMUSG00000026880, 1.10046, 1.45176, 2.33451,-1.83471,-1.50962,-2.17551, 1.18989, 1.01920, 1.57212, 0.18592, 0.25953, 0.52659
ENSMUSG00000068479, 4.96648, 4.67968, 4.88682, 5.59404, 5.52533, 5.58650, 4.95056, 5.19754, 5.04927, 5.65090, 5.61282, 5.38813
ENSMUSG00000089872, 2.57204, 2.88014, 3.26667, 2.69113, 2.79048, 3.08429, 3.19117, 2.33076, 2.63947, 2.54780, 2.59968, 2.40330
ENSMUSG00000050270,-0.75030,-0.61213,-0.95214,-1.08052,-0.99648,-0.75024,-0.55649,-1.71393,-0.73620,-1.64396,-0.82280,-0.40683
ENSMUSG00000022100, 5.26510, 5.32034, 5.55727, 5.39841, 5.39766, 5.55353, 5.62733, 5.01752, 5.14385, 5.20821, 5.14206, 5.11329
ENSMUSG00000051586,-0.84052,-1.39961,-2.10964,-3.02516,-3.88174,-3.54495,-2.67653,-3.13925,-5.80927,-2.11334,-1.67739,-3.07999
ENSMUSG00000068264, 3.05748, 3.13583, 3.25863, 2.99969, 3.05926, 3.25291, 3.11373, 3.06677, 3.42491, 3.06849, 2.86451, 3.06520
ENSMUSG00000095607,-1.54710,-2.27207,-0.85592,-1.37575,-0.99648,-0.52228,-1.10662,-2.72009,-1.64447,-3.00610,-1.49507,-1.09005
ENSMUSG00000113198,-1.98795,-3.04653,-2.48813,-2.83300,-1.65350,-2.70350,-2.67653,-3.73250,-4.66541,-1.72641,-1.41188,-2.56943
ENSMUSG00000044224, 6.73836, 6.75809, 6.98569, 6.06370, 6.09154, 6.18076, 6.48401, 7.19438, 7.24119, 6.46516, 6.35935, 6.30229
ENSMUSG00000039633, 1.68950, 1.93968, 3.09975, 1.57313, 1.63297, 1.72607, 2.71753, 1.37895, 1.85623, 0.88633, 0.57715, 1.01887
ENSMUSG00000018417,-0.23997,-0.50261,-1.28655, 1.33369, 0.92705, 1.68860, 0.66761, 0.17319, 0.65180,-1.17011,-1.25864,-1.89488
ENSMUSG00000051811, 3.33502, 3.62847, 3.48447, 0.55622, 1.09406, 0.24870, 2.45527, 3.45695, 3.18249, 1.77832, 2.22394, 3.34017
ENSMUSG00000035944, 2.95056, 3.21011, 3.47062, 3.73726, 3.59525, 3.84806, 3.48105, 3.83704, 3.79145, 3.65955, 3.61005, 4.18146
ENSMUSG00000121185,-2.33616,-1.85814,-2.81004,-1.37575,-3.08504,-2.17551,-1.76121,-2.25730,-2.99193,-0.95601,-1.67739,-1.57413
ENSMUSG00000021113, 4.56000, 4.56065, 5.28788, 4.32976, 4.23674, 4.33274, 4.58730, 4.70999, 4.91024, 4.83240, 4.79558, 4.84663
ENSMUSG00000021270, 9.73303, 9.51454, 9.04769, 9.27235, 9.28067, 9.38646, 9.12460,10.52953,10.29807, 9.88947, 9.86309, 9.18362
ENSMUSG00000089911, 5.24468, 5.32839, 5.30294, 5.18318, 5.20184, 5.21247, 5.50401, 5.05370, 4.94602, 4.84940, 4.74889, 4.67199
ENSMUSG00000120715,-3.21177,-3.52894,-2.48813,-3.82959,-3.88174,-3.06373,-2.67653,-0.95654,-1.74522,-3.81294,-3.62579,-1.57413
ENSMUSG00000056579, 5.98999, 5.90094, 5.36602, 6.12467, 6.12189, 5.57114, 5.75786, 6.11674, 5.46176, 6.30154, 6.25542, 5.93648
ENSMUSG00000097204, 0.72916, 0.70896,-0.95214, 0.73372, 0.55385, 0.24870, 0.21076, 0.78297, 0.65180, 0.50783, 0.59738, 0.71490
ENSMUSG00000053094, 5.87597, 5.79051, 5.79949, 5.96408, 6.00992, 5.85097, 5.73218, 5.42145, 5.70012, 5.92815, 5.95646, 5.80142
ENSMUSG00000052298, 5.05046, 5.22404, 5.56435, 5.67287, 5.71031, 5.89851, 5.88623, 4.64528, 4.82606, 4.78203, 4.75228, 5.07941
ENSMUSG00000037649, 3.23088, 3.35780, 4.33323, 2.85364, 2.70086, 2.91618, 3.28760, 3.99945, 3.41910, 3.24384, 3.08461, 4.40536
ENSMUSG00000104044,-1.70765,-1.68858,-2.81004,-2.37450,-3.08504,-4.84500,-3.65424, 0.07179,-1.37863,-2.49174,-2.26981,-1.37311
ENSMUSG00000056498, 0.68133,-0.53820, 0.18986, 5.61943, 5.50958, 5.31130, 0.48920,-0.12487,-1.55031, 4.67368, 4.64222, 3.68993
ENSMUSG00000051579,-1.70765,-1.15897,-0.28657,-2.83300,-2.19855,-3.28437,-1.01399,-2.13102,-1.85352,-1.56597,-2.26981,-1.98760
ENSMUSG00000034949, 1.36553, 1.47872, 1.69765,-0.40952,-0.02238, 0.36726, 0.58116, 0.76684, 0.78420, 1.55219, 1.44004, 3.00931
ENSMUSG00000061650, 4.41764, 4.32223, 4.22052, 5.06898, 5.07203, 4.94653, 4.23293, 4.52575, 4.60984, 5.20890, 5.27197, 5.18275
ENSMUSG00000105055, 2.43453, 2.40081, 1.38953, 1.50360, 1.40679, 1.24817, 1.12007, 2.86938, 2.32852, 2.23025, 2.09477, 1.44853
ENSMUSG00000004567, 3.89574, 4.07524, 4.14550, 4.40677, 4.27327, 4.30081, 4.09024, 4.26509, 4.12688, 4.21513, 4.12025, 4.15866
ENSMUSG00000042082, 4.63725, 4.57945, 4.78790, 5.25436, 5.26824, 5.68110, 5.69450, 4.33378, 4.88097, 4.40622, 4.36546, 4.63262
ENSMUSG00000022752, 6.82598, 6.75648, 6.78814, 6.62609, 6.62638, 6.62045, 6.81182, 6.78129, 7.04798, 6.74522, 6.81364, 6.65694
ENSMUSG00000040888, 4.50381, 4.46950, 4.43896, 4.56127, 4.47705, 4.31932, 4.02624, 4.41106, 4.59961, 5.11510, 5.22644, 4.89450
ENSMUSG00000029102,-0.58519,-0.43395,-1.05523, 2.59411, 2.79395, 2.46288, 0.21076, 0.84575, 0.10425, 2.38061, 2.73360, 2.76479
ENSMUSG00000025477, 0.96051, 0.44300, 0.90410, 2.06456, 1.91390, 2.20609, 0.83885, 0.09781, 0.74760, 2.08068, 2.05876, 2.50464
ENSMUSG00000085531,-0.50922,-0.85979,-1.28655,-1.51312,-1.73121,-1.87701,-1.48765,-1.01113,-1.97063, 0.59529, 1.05765, 0.63940
ENSMUSG00000042595, 3.28522, 3.48957, 3.49591, 2.66748, 2.60530, 2.81550, 2.95377, 3.70992, 3.64488, 3.03447, 2.84350, 3.59321
ENSMUSG00000025575, 4.97477, 5.10580, 4.96628, 5.31524, 5.28129, 5.44425, 5.27877, 5.30967, 5.41365, 4.80147, 4.83124, 5.13544
ENSMUSG00000121503, 3.08225, 3.27307, 5.82964, 3.73726, 3.69332, 4.01477, 4.18244, 4.65736, 5.06237, 2.79318, 2.94167, 5.26040
ENSMUSG00000090877,-0.84052, 1.56512, 6.63771,-2.37450,-2.09219,-1.87701,-2.54107,-2.91450,-3.26358,-1.17011,-0.40570,-0.28414
ENSMUSG00000056153, 3.84599, 3.90348, 4.14405, 4.32221, 4.46295, 4.39570, 4.69842, 3.98558, 3.89759, 3.92563, 3.89578, 4.10634
ENSMUSG00000021703,-0.09408, 0.28904, 0.58218,-0.83557,-0.41264,-0.63177, 1.12007,-0.18636,-0.33192,-1.64396,-0.77004, 0.54325
ENSMUSG00000073792, 1.96725, 1.82530, 2.66559, 1.67943, 1.91390, 2.01953, 1.96280, 1.08574, 1.20453, 1.80792, 1.77789, 1.75074
ENSMUSG00000037997, 2.33499, 2.46963, 2.23970, 2.49009, 2.74458, 2.64994, 3.01000, 2.27482, 2.28448, 2.09275, 1.98394, 2.23911
ENSMUSG00000024424, 3.62148, 3.79504, 4.03691, 3.21075, 2.76948, 3.26059, 0.82637, 0.97776, 0.43871, 3.75380, 3.69695, 2.93232
ENSMUSG00000024381, 5.89619, 5.98248, 6.58136, 6.96610, 6.91287, 7.04262, 6.11562, 6.40202, 6.54350, 6.36762, 6.34821, 6.74962
ENSMUSG00000024678,-5.80927,-3.52894,-3.80993,-2.37450,-2.19855,-3.28437,-4.36202,-2.54880,-3.26358,-3.49125,-4.06010,-1.98760
ENSMUSG00000029392, 3.50036, 3.69895, 3.85341, 2.41160, 2.42898, 2.69220, 3.24606, 3.75355, 4.04628, 3.27861, 3.10594, 3.50875
ENSMUSG00000040424,-1.20990,-1.61073,-0.60067,-3.82959,-5.80927,-4.84500,-2.19754,-1.12692,-1.64447,-1.90694,-2.79403,-3.07999
ENSMUSG00000021699, 3.95729, 4.23399, 5.75209, 2.47655, 2.90407, 3.35688, 4.02078, 3.84667, 4.35996, 2.71333, 2.83926, 3.97277
ENSMUSG00000052684, 7.98065, 8.13440, 8.51417, 7.77380, 7.80753, 8.13186, 7.85524, 8.13897, 8.45921, 7.78005, 7.80717, 8.36176
ENSMUSG00000026797, 4.20575, 4.33088, 4.18420, 2.45829, 2.81461, 3.24261, 4.37781, 4.20799, 4.51229, 2.75191, 2.68719, 3.44144
ENSMUSG00000026134, 4.09144, 4.18299, 4.47641, 4.17203, 4.28318, 4.39803, 4.45277, 4.19448, 4.61366, 4.01081, 3.90999, 4.21955
ENSMUSG00000067750,-1.70765,-2.27207,-1.90320, 2.87445, 2.63657, 2.41780, 0.21076,-0.09508,-0.18315, 0.96725, 1.68646, 1.51763
ENSMUSG00000029428, 2.98381, 3.01210, 3.01958, 2.83960, 2.90407, 3.15192, 3.67092, 3.01649, 2.79106, 2.37073, 2.29376, 2.63086
ENSMUSG00000086805,-1.47306,-1.53687,-2.00273,-3.24690,-2.43816,-2.87240,-3.18151,-1.12692,-2.09808,-3.00610,-3.29243,-2.08669
ENSMUSG00000003444, 4.32209, 4.03796, 2.99075, 4.14802, 4.15271, 3.86328, 3.36079, 4.19448, 4.10895, 4.80055, 4.86915, 4.16809
ENSMUSG00000040429, 3.56769, 3.36022, 3.21499, 3.42337, 3.39721, 3.19798, 2.72427, 3.66275, 3.71055, 3.94906, 4.02456, 3.80324
ENSMUSG00000008668,12.27568,12.13558,12.37729,11.94564,11.92212,11.76324,11.62611,12.80058,12.83157,12.36957,12.41684,12.67338
ENSMUSG00000018821, 4.69761, 4.66410, 5.38891, 4.41153, 4.32698, 4.50211, 4.14652, 4.70576, 5.37367, 5.03759, 5.09394, 5.43409
ENSMUSG00000028465, 8.07613, 8.07978, 8.00263, 8.54863, 8.54275, 8.76261, 8.38505, 8.58661, 8.54137, 8.02849, 7.98665, 8.15112
ENSMUSG00000026395, 7.68744, 7.80500, 8.38291, 9.05137, 9.06791, 9.32743, 8.65387, 8.01041, 7.54803, 7.90662, 7.89249, 8.33883
ENSMUSG00000046671, 5.53499, 5.37458, 4.92963, 5.36449, 5.41411, 5.32784, 5.42141, 5.16021, 5.13325, 5.49816, 5.66943, 5.40190
ENSMUSG00000120191,-2.21052,-1.85814,-0.16628,-1.08052,-1.14811,-0.87933,-1.10662,-0.85319,-0.96009,-2.00645,-1.67739,-2.08669
ENSMUSG00000034951, 3.43936, 3.23931, 3.29838, 2.64344, 3.16492, 3.15742, 3.63918, 3.10256, 3.21972, 2.79318, 2.97683, 2.72151
ENSMUSG00000033454, 3.65901, 3.80395, 4.43540, 3.80927, 3.94513, 3.80844, 4.40533, 4.62417, 4.12688, 3.88629, 3.75436, 4.32812
ENSMUSG00000120390, 4.25424, 3.88344, 3.09072, 3.60863, 3.78514, 3.55517, 3.05079, 4.70788, 4.44673, 4.62568, 4.60276, 4.53808
ENSMUSG00000022812, 6.25050, 6.19959, 6.58512, 5.83203, 5.89177, 6.00826, 6.30566, 6.76514, 6.66011, 6.11916, 6.09623, 6.06250
ENSMUSG00000022748, 3.52089, 3.30355, 3.40174, 3.55808, 3.69703, 3.51507, 3.16664, 3.11536, 3.04972, 4.03134, 3.66138, 3.58920
ENSMUSG00000027346, 3.11563, 3.08117, 2.34973, 3.32097, 3.01234, 3.22962, 3.59206, 2.79973, 2.29720, 2.81156, 2.32441, 1.80012
ENSMUSG00000112278, 1.89918, 1.62266, 1.93805, 0.46771,-0.04701, 0.16387, 1.09948, 2.14353, 2.36523, 1.33562, 1.70522, 1.52604
ENSMUSG00000020248, 4.70859, 4.87413, 5.49534, 4.98457, 5.10035, 5.32418, 4.73141, 4.76686, 4.98684, 5.07306, 5.02284, 5.73814
ENSMUSG00000037674, 5.89226, 5.93419, 5.99680, 5.64589, 5.55785, 5.72154, 6.13693, 5.51013, 5.31858, 5.48161, 5.39620, 5.56022
ENSMUSG00000022360, 4.94047, 4.75972, 4.54850, 4.16220, 4.27327, 4.30205, 4.50066, 4.89577, 4.57370, 4.32027, 4.12722, 4.40650
ENSMUSG00000035505, 3.64453, 3.69704, 3.32171, 3.94497, 3.79383, 3.62427, 3.55285, 3.22865, 3.33832, 3.91886, 3.92207, 3.45912
ENSMUSG00000037979, 2.99689, 3.25758, 3.91777, 2.62309, 2.70086, 3.01636, 3.67266, 3.86383, 3.90799, 3.01240, 2.89750, 3.54437
ENSMUSG00000004508, 3.16574, 3.56698, 3.91607, 3.12942, 2.88140, 3.08429, 3.85719, 3.09289, 3.50659, 3.17737, 3.14767, 3.08809
ENSMUSG00000027361, 4.77371, 4.72354, 5.10722, 4.76722, 4.73989, 4.77304, 4.64881, 4.62305, 4.61747, 5.19497, 5.27668, 4.98192
ENSMUSG00000081738,-0.30272,-2.53422,-1.22515,-0.79120,-1.09578,-0.97228,-1.15527, 0.04528,-1.46192,-0.95601, 0.04072,-1.31188
ENSMUSG00000057596, 2.17149, 2.60630, 2.67769, 2.27220, 2.13805, 2.31337, 2.74430, 2.07967, 2.07884, 1.23027, 0.74969, 1.45735
ENSMUSG00000078789, 3.07918, 2.59402, 2.55618, 3.37794, 3.40631, 3.34730, 3.17405, 2.29183, 2.43019, 3.16884, 2.98836, 2.52156
ENSMUSG00000022855, 5.40420, 5.39949, 5.07478, 5.19495, 5.28684, 5.28894, 5.36808, 5.16944, 4.95508, 5.10620, 5.16341, 5.02705
ENSMUSG00000024339, 7.88612, 7.90684, 8.04277, 8.06897, 8.03945, 7.99631, 8.00050, 8.22276, 8.17845, 7.56197, 7.50078, 8.02376
ENSMUSG00000040997, 4.02752, 4.08551, 4.52301, 3.62305, 3.62284, 3.89323, 4.30326, 3.80777, 3.78016, 4.13713, 4.24406, 4.98649
ENSMUSG00000024891, 1.30369, 1.49642, 1.78231, 1.09454, 1.17083, 0.24870, 1.51929, 1.91376, 2.00322, 1.30482, 0.73150, 0.47540
ENSMUSG00000047654,-0.17983,-0.00256,-1.05523,-1.58705,-1.25884,-1.96982,-1.42666,-2.39570,-0.41247,-0.95601,-0.53179,-1.25315
ENSMUSG00000038705, 4.62992, 4.51905, 4.97612, 4.40796, 4.56400, 4.45269, 4.50751, 4.82157, 4.53798, 4.75380, 4.59272, 4.49054
ENSMUSG00000035439, 3.46313, 3.57741, 3.84806, 4.22024, 4.10040, 4.23347, 3.72903, 3.33094, 3.56824, 3.73467, 3.58495, 4.21955
ENSMUSG00000050619, 4.05750, 4.00279, 4.02274, 4.04472, 4.04320, 4.02382, 4.21510, 4.11865, 3.66220, 3.62048, 3.62736, 3.91791
ENSMUSG00000121781,-2.98902,-2.27207,-2.48813,-3.50902,-3.56477,-3.06373,-3.65424,-1.71393,-1.74522,-5.80927,-4.68440,-3.30015
ENSMUSG00000051346, 2.93705, 2.81110, 2.37968, 3.13230, 3.06214, 2.78032, 2.85283, 1.90642, 2.36523, 3.11066, 3.36965, 2.68818
ENSMUSG00000030284, 4.75842, 4.83119, 5.00603, 2.89835, 2.97000, 2.97960, 4.32891, 4.73301, 5.17692, 3.48506, 3.42161, 3.50875
ENSMUSG00000035000, 6.00828, 6.05780, 6.42706, 5.98416, 6.01848, 6.10528, 6.73799, 6.24347, 6.23311, 5.17169, 5.13429, 5.83565
ENSMUSG00000060681, 2.36053, 2.81463, 3.18703, 2.44907, 2.41100, 2.93230, 2.97370, 2.14353, 2.51975, 2.40503, 2.27505, 2.64251
ENSMUSG00000070733, 4.88787, 5.06041, 4.87635, 5.67138, 5.72675, 5.84332, 5.43944, 5.04202, 4.79613, 4.70056, 4.69361, 4.79277
ENSMUSG00000040220, 3.65489, 3.40307, 3.34720, 3.76538, 3.69888, 3.68070, 3.69342, 4.14385, 3.68899, 3.42902, 3.51226, 3.22610
ENSMUSG00000028986, 2.79069, 2.86319, 3.10573, 3.30573, 3.35553, 3.58403, 3.04810, 2.64946, 2.25870, 3.27331, 3.21138, 3.28674
ENSMUSG00000032040, 5.72146, 5.81936, 6.33132, 5.88383, 5.97441, 6.11167, 6.23309, 5.45456, 5.83981, 5.45497, 5.50924, 6.10592
ENSMUSG00000021578, 5.03310, 5.02122, 5.11837, 5.19839, 5.16411, 5.26049, 5.10571, 5.14312, 5.16570, 5.26266, 5.33579, 5.33108
ENSMUSG00000021140, 4.27989, 4.33826, 4.66051, 3.80205, 3.78688, 3.78378, 4.43952, 4.44441, 4.52045, 3.68967, 3.62244, 4.02413
ENSMUSG00000047281, 3.25558, 3.36986, 2.00364, 3.02472, 2.94836, 2.89660, 2.66245, 2.89929, 2.37125, 3.27861, 3.05932, 2.65789
ENSMUSG00000020956, 3.66517, 3.86142, 3.45898, 4.09877, 4.02115, 3.87500, 3.84797, 3.50636, 3.78016, 3.88629, 3.84383, 3.92269
ENSMUSG00000097827,-0.47268,-0.57469,-1.22515,-1.83471,-3.56477,-2.87240,-2.30321,-0.75676,-0.54243,-1.22899,-0.93449,-0.81054
ENSMUSG00000029430, 8.15176, 8.13978, 7.58378, 8.65230, 8.64264, 8.62280, 8.49406, 7.27608, 7.51574, 8.11556, 8.14700, 7.50491
ENSMUSG00000116957,-5.80927,-3.52894,-2.35064,-0.44345,-0.61874, 0.00226,-2.54107,-3.13925,-2.39273,-1.00663,-2.00304, 0.50973
ENSMUSG00000043535, 5.21838, 5.28004, 6.08959, 5.23170, 5.20576, 5.54831, 5.98528, 4.98999, 5.45326, 4.54998, 4.62878, 5.10560
ENSMUSG00000043411, 6.15595, 6.16301, 6.52887, 6.22158, 6.25663, 6.31405, 6.30734, 6.70132, 6.25731, 5.89708, 5.79074, 6.58154
ENSMUSG00000087336,-4.21427,-3.84823,-2.64013,-1.92771,-2.57475,-2.41548,-2.99286,-2.91450,-1.46192,-2.35428,-3.29243,-1.89488
ENSMUSG00000094595,-0.30272,-0.90554,-1.48818,-1.02809,-0.58228,-3.06373,-0.52418,-0.06590,-2.56620,-0.68474,-0.71914,-0.54092
ENSMUSG00000042688, 5.62625, 5.61935, 5.79348, 6.24773, 6.27569, 6.29859, 6.28501, 5.65904, 5.69171, 5.76327, 5.73021, 5.45956
ENSMUSG00000039568, 5.91614, 5.66213, 5.50783, 5.57139, 5.50376, 5.27700, 4.92957, 5.46209, 5.65203, 6.26132, 6.19988, 5.89163
ENSMUSG00000030871, 2.94382, 2.60222, 1.83371, 3.28775, 3.20459, 3.04332, 2.67989, 2.75546, 2.73138, 3.09574, 3.13735, 2.78245
ENSMUSG00000030604, 2.26640, 2.13875, 2.09674, 2.92519, 2.68225, 2.61442, 2.39320, 2.41598, 2.11521, 2.71333, 2.55385, 2.67690
ENSMUSG00000030850, 3.73126, 3.57325, 4.23834, 3.91850, 3.88780, 3.92740, 3.81204, 3.79391, 3.84007, 3.83869, 3.73167, 3.74860
ENSMUSG00000022179, 1.94040, 2.18314, 2.38461, 2.02168, 2.17579, 2.25305, 2.59051, 1.57698, 1.67317, 1.86534, 1.76007, 2.27448
ENSMUSG00000029061,-1.15098,-2.39720,-1.48818,-1.58705,-1.81335,-1.96982,-2.82604,-0.28381,-1.37863,-0.25947,-0.21732,-1.89488
ENSMUSG00000052917, 2.72142, 2.90022, 3.68970, 3.31337, 3.29066, 3.85315, 3.49688, 2.56335, 2.72669, 2.83690, 2.55385, 3.46569
ENSMUSG00000024193, 4.93707, 5.08913, 5.27532, 5.23773, 5.26949, 5.39160, 5.08426, 5.34812, 5.24005, 4.78576, 4.72152, 5.66054
ENSMUSG00000026933, 3.93196, 3.88344, 3.72707, 3.48329, 3.60121, 3.68260, 4.32115, 4.12973, 3.80041, 3.21927, 3.22119, 3.14925
ENSMUSG00000086881,-1.79517,-2.39720,-2.22511,-0.28125,-0.58228,-1.07164,-1.61796,-1.80745,-1.55031,-0.85980,-0.87756,-1.31188
ENSMUSG00000032589, 0.11241, 0.04632,-1.81009, 0.39276, 0.57014, 0.42307,-1.36815,-0.71086,-0.54243, 0.59529, 0.65639,-0.31385
ENSMUSG00000039656, 5.63934, 5.72212, 6.27765, 5.62302, 5.56752, 5.63408, 5.66984, 5.80640, 6.00642, 5.59205, 5.62949, 6.19991
ENSMUSG00000007216, 2.58076, 3.27050, 3.86404, 2.78936, 2.88140, 3.00116, 3.23666, 3.07335, 3.41034, 2.30480, 2.44648, 3.58719
ENSMUSG00000025162, 7.06549, 7.07445, 7.66267, 6.98715, 7.03635, 7.12924, 7.14493, 7.05561, 7.29747, 6.91483, 6.95478, 7.39730
ENSMUSG00000032373, 3.44175, 3.21279, 2.39931, 2.92186, 2.79395, 2.68460, 2.99057, 3.32544, 3.41619, 3.69364, 3.80740, 2.94805
ENSMUSG00000105283, 1.31418, 1.33858, 0.16714, 0.25144, 0.67928,-0.20777, 0.39097, 0.66607, 0.21566, 1.24116, 1.73290,-0.17107
ENSMUSG00000023806, 4.86575, 4.87329, 5.36228, 4.78839, 4.71722, 4.73771, 4.80478, 5.16944, 5.25643, 5.04149, 5.18778, 5.51606
ENSMUSG00000015143, 2.79444, 2.54384, 2.66963, 2.01545, 2.65196, 2.60640, 2.58682, 2.63620, 3.06467, 3.21927, 3.29423, 3.51510
ENSMUSG00000031983, 3.68148, 3.86653, 4.83731, 2.90848, 3.11028, 3.79617, 3.82933, 4.16555, 4.82606, 2.60792, 2.69190, 4.12584
ENSMUSG00000021987, 5.13279, 5.29592, 5.89029, 5.26031, 5.30033, 5.50425, 5.76972, 5.07924, 5.17520, 4.94740, 4.90204, 5.21236
ENSMUSG00000080316,-0.50922,-1.00164,-1.00276,-3.24690,-3.08504,-4.84500,-2.09908,-2.13102,-2.39273,-2.00645,-1.58335,-1.98760
ENSMUSG00000114241,-0.66538,-1.21547,-1.41779,-1.83471,-2.43816,-2.29051,-2.67653,-1.01113,-1.97063,-1.00663,-1.25864,-0.72823
ENSMUSG00000022789, 5.85007, 5.78107, 5.88290, 5.85446, 5.81909, 5.88656, 5.86389, 5.85966, 5.64334, 5.85207, 5.79074, 5.54324
ENSMUSG00000048106,-5.80927,-5.80927,-5.80927, 0.62332, 0.41646,-0.09894,-1.01399,-5.80927,-5.80927,-5.80927,-5.80927,-5.80927
ENSMUSG00000018654, 6.70785, 6.79610, 7.42691, 7.12322, 7.13306, 7.30479, 7.42768, 6.97101, 7.04633, 6.71503, 6.62462, 7.05688
ENSMUSG00000106517,-5.80927,-1.15897,-2.64013,-1.66498,-1.14811,-1.48580,-5.80927,-2.72009,-4.03551,-3.22838,-1.77799,-3.07999
ENSMUSG00000022864, 7.31641, 7.34328, 7.78814, 7.16129, 7.13990, 7.18832, 7.19824, 7.07294, 7.30221, 7.45102, 7.44277, 7.14704
ENSMUSG00000012819, 1.42483, 1.52257, 1.36977, 0.48585, 0.83568, 0.83331, 0.89965, 1.14934, 1.46345, 1.90011, 2.44089, 1.75074
ENSMUSG00000082861,-2.33616,-3.52894,-2.81004,-3.02516,-3.88174,-3.86321,-2.82604,-2.13102,-4.66541,-2.00645,-2.13027,-3.56008
ENSMUSG00000041773, 1.98706, 1.73128, 2.10872, 2.46287, 2.29329, 2.50228, 2.26965, 1.38953, 2.11521, 1.28391, 1.56851, 2.49182
ENSMUSG00000021054, 5.08074, 4.98328, 5.57247, 4.98377, 5.05188, 5.09209, 4.87308, 5.38888, 5.48835, 5.03055, 5.10104, 5.61692
ENSMUSG00000115219, 3.58728, 3.26276, 2.72513, 4.23238, 4.33653, 3.96862, 3.06413, 3.27501, 3.15829, 4.41466, 4.33417, 3.81186
ENSMUSG00000075394,-2.33616,-1.46661,-4.80971,-4.82278,-4.85718,-4.84500,-2.67653,-2.25730,-4.66541,-5.80927,-5.80927,-4.85430
ENSMUSG00000048007, 5.46727, 5.36076, 4.64723, 5.56660, 5.60999, 5.34299, 5.10635, 4.97602, 5.14737, 5.72355, 5.90719, 4.57806
ENSMUSG00000053907, 5.87907, 5.64239, 3.92456, 6.48945, 6.54450, 6.44592, 6.23928, 5.16021, 4.31219, 6.09536, 6.27360, 4.59114
